C_invoice,Numero documento,Lote,Monto
1718137,1177577,1348162, 98.00
1718148,1177586,1348172, 218.00
1718146,1177584,1348170, 84.00
1718140,1177580,1348166, 56.00
1718157,1177593,1348180, 28.00
1718156,1177592,1348179, 74.00
1718169,1177604,1348193, 109.00
1718168,1177603,1348192, 74.00
1718163,1177599,1348186, 66.00
1718161,1177597,1348184, 39.00
1718166,1177601,1348190, 98.00
1718186,1177617,1348208, 58.00
1718171,1177605,1348195, 28.00
1718177,1177609,1348199, 74.00
1718174,1177606,1348196, 39.00
1718175,1177607,1348197, 148.00
1718193,1177624,1348216, 148.00
1718187,1177618,1348209, 63.00
1718191,1177622,1348213, 74.00
1714239,1175557,1352241, 39.00
1718196,1177626,1348219, 66.00
1714170,1175508,1352169, 36.00
1718203,1177632,1348226, 148.00
1718222,1177648,1348245, 98.00
1718205,1177634,1348228, 148.00
1732676,1183232,1368729, 84.00
1718204,1177633,1348227, 78.00
1718211,1177638,1348234, 78.00
1718209,1177636,1348232, 29.00
1717188,1177002,1355180, 294.00
1714171,1175509,1352170, 5.00
1718314,1177725,1348366, 66.00
1718225,1177651,1348249, 98.00
1713904,1175305,1351912, 39.00
1718227,1177652,1348250, 39.00
1718246,1177669,1348271, 74.00
1718261,1177682,1348285, 165.00
1718235,1177659,1348260, 74.00
1718244,1177667,1348268, 132.00
1718245,1177668,1348269, 74.00
1718248,1177671,1348274, 39.00
1718887,1178213,1349403, 29.00
1718256,1177678,1348281, 39.00
1718269,1177689,1348292, 66.00
1729917,1181951,1366008, 109.00
1718254,1177676,1348279, 74.00
1718280,1177698,1348304, 39.00
1718267,1177687,1348290, 58.00
1718276,1177695,1348299, 98.00
1718291,1177707,1348315, 78.00
1718278,1177696,1348302, 39.00
1718284,1177701,1348308, 148.00
1718285,1177702,1348309, 74.00
1718283,1177700,1348306, 74.00
1718297,1177712,1348323, 66.00
1718293,1177709,1348317, 29.00
1718296,1177711,1348320, 74.00
1718311,1177722,1348363, 74.00
1718313,1177724,1348365, 98.00
1718320,1177730,1348371, 78.00
1718306,1177718,1348357, 74.00
1718308,1177720,1348361, 74.00
1718318,1177728,1348369, 74.00
1718315,1177726,1348367, 148.00
1718316,1177727,1348368, 39.00
1718323,1177733,1348375, 218.00
1718322,1177732,1348374, 58.00
1718326,1177735,1348379, 78.00
1718332,1177741,1348387, 74.00
1718348,1177755,1348405, 21.00
1718334,1177742,1348389, 29.00
1718335,1177743,1348390, 56.00
1718338,1177746,1348393, 66.00
1718337,1177745,1348392, 109.00
1718340,1177748,1348396, 145.00
1718349,1177756,1348406, 74.00
1714199,1175529,1352203, 98.00
1718355,1177761,1348412, 39.00
1718360,1177766,1348418, 132.00
1718359,1177765,1348417, 66.00
1724388,1179798,1360519, 98.00
1718361,1177767,1348419, 74.00
1718368,1177773,1348426, 56.00
1718365,1177770,1348423, 66.00
1718381,1177784,1348442, 74.00
1718375,1177779,1348436, 110.00
1718382,1177785,1348443, 66.00
1718380,1177783,1348441, 74.00
1718387,1177789,1348448, 39.00
1718389,1177790,1348449, 39.00
1718392,1177792,1348451, 196.00
1718393,1177793,1348452, 66.00
1718396,1177796,1348455, 74.00
1718399,1177798,1348457, 132.00
1718417,1177811,1348478, 28.00
1718426,1177819,1348493, 29.00
1718438,1177830,1348505, 66.00
1718434,1177826,1348500, 98.00
1718444,1177835,1348512, 66.00
1714725,1175932,1352709, 42.00
1718446,1177836,1348513, 74.00
1718447,1177837,1348514, 148.00
1718454,1177844,1348522, 56.00
1718448,1177838,1348515, 148.00
1719217,1178503,1355352, 42.00
1718474,1177861,1348545, 58.00
1718470,1177858,1348542, 148.00
1718473,1177860,1348544, 196.00
1718453,1177843,1348520, 74.00
1718478,1177865,1348550, 56.00
1718461,1177850,1348528, 74.00
1718464,1177852,1348533, 74.00
1718497,1177882,1348574, 110.00
1729662,1181785,1365752, 42.00
1718487,1177873,1348561, 196.00
1718520,1177903,1348600, 132.00
1718541,1177920,1348621, 84.00
1718555,1177932,1348633, 74.00
1718502,1177887,1348579, 109.00
1718549,1177927,1348628, 74.00
1718556,1177933,1348634, 39.00
1718533,1177915,1348613, 42.00
1718528,1177910,1348608, 109.00
1718650,1178016,1348746, 29.00
1714210,1175536,1352212, 109.00
1718587,1177961,1348678, 109.00
1718599,1177971,1348691, 132.00
1718601,1177973,1348693, 66.00
1718635,1178003,1348730, 74.00
1718646,1178012,1348741, 24.00
1718651,1178017,1348747, 58.00
1718654,1178019,1348752, 29.00
1718678,1178039,1348850, 98.00
1718661,1178024,1348758, 5.00
1718679,1178040,1348851, 66.00
1718705,1178061,1349191, 74.00
1714179,1175515,1352181, 42.00
1718713,1178068,1349198, 12.00
1718711,1178066,1349196, 39.00
1718715,1178070,1349202, 66.00
1718720,1178074,1349208, 5.00
1718723,1178076,1349211, 39.00
1718733,1178085,1349224, 66.00
1718748,1178098,1349242, 39.00
1718755,1178104,1349250, 148.00
1718788,1178130,1349283, 56.00
1718790,1178132,1349286, 42.00
1718807,1178145,1349307, 78.00
1718795,1178135,1349290, 28.00
1718803,1178142,1349299, 56.00
1718835,1178168,1349341, 39.00
1718859,1178188,1349366, 74.00
1718884,1178210,1349396, 74.00
1713939,1175325,1351955, 74.00
1718888,1178214,1349405, 66.00
1718891,1178217,1349412, 78.00
1718893,1178219,1349414, 74.00
1718897,1178222,1349417, 28.00
1718896,1178221,1349416, 74.00
1718900,1178225,1349421, 78.00
1718902,1178227,1349423, 28.00
1718908,1178233,1349432, 78.00
1718928,1178252,1349454, 74.00
1718933,1178256,1349458, 148.00
1718939,1178261,1349463, 98.00
1718938,1178260,1349462, 29.00
1718945,1178267,1349477, 66.00
1718946,1178268,1349478, 196.00
1718951,1178271,1349486, 74.00
1718952,1178272,1349490, 66.00
1718953,1178273,1349493, 39.00
1718956,1178276,1349500, 39.00
1719022,1178332,1349585, 29.00
1718959,1178279,1349505, 74.00
1718967,1178285,1349520, 74.00
1718966,1178284,1349518, 66.00
1729477,1181657,1365578, 39.00
1718979,1178295,1349534, 74.00
1724113,1179601,1360255, 78.00
1718989,1178303,1349546, 196.00
1718996,1178309,1349554, 39.00
1719011,1178322,1349570, 148.00
1718999,1178312,1349559, 132.00
1719000,1178313,1349560, 78.00
1719005,1178317,1349565, 98.00
1719014,1178325,1349575, 39.00
1719013,1178324,1349572, 66.00
1719025,1178334,1349587, 63.00
1719016,1178327,1349579, 66.00
1719038,1178343,1349596, 66.00
1719020,1178330,1349582, 148.00
1725460,1179994,1362574, 84.00
1719032,1178339,1349592, 66.00
1719033,1178340,1349593, 98.00
1719040,1178345,1349598, 148.00
1719045,1178349,1349602, 39.00
1719050,1178353,1349606, 56.00
1719048,1178352,1349605, 21.00
1719054,1178356,1349609, 104.00
1719061,1178360,1349619, 66.00
1719064,1178363,1349623, 29.00
1719069,1178367,1349848, 148.00
1719081,1178376,1350398, 66.00
1719078,1178374,1350395, 148.00
1719084,1178379,1350401, 78.00
1719082,1178377,1350399, 78.00
1719083,1178378,1350400, 74.00
1719091,1178385,1350408, 66.00
1719087,1178381,1350403, 148.00
1719090,1178384,1350407, 39.00
1719097,1178390,1350413, 98.00
1719096,1178389,1350412, 74.00
1719119,1178410,1350438, 66.00
1719122,1178413,1350442, 28.00
1719134,1178424,1350455, 66.00
1719140,1178429,1350465, 148.00
1719141,1178430,1350466, 74.00
1719144,1178433,1350470, 109.00
1719148,1178437,1350474, 218.00
1719151,1178440,1350477, 74.00
1719154,1178443,1350481, 66.00
1712515,1174863,1350487, 84.00
1712520,1174868,1350494, 56.00
1712521,1174869,1350495, 42.00
1712524,1174872,1350498, 29.00
1719160,1178448,1350502, 39.00
1712528,1174876,1350510, 98.00
1712531,1174879,1350513, 74.00
1712530,1174878,1350512, 42.00
1712534,1174882,1350518, 74.00
1712538,1174886,1350524, 39.00
1712537,1174885,1350523, 78.00
1712544,1174892,1350535, 148.00
1712548,1174895,1350538, 74.00
1712560,1174906,1350551, 74.00
1712574,1174920,1350575, 74.00
1712565,1174911,1350560, 39.00
1712567,1174913,1350562, 58.00
1712589,1174934,1350593, 66.00
1712593,1174936,1350596, 42.00
1712580,1174926,1350584, 148.00
1712661,1174974,1350659, 78.00
1712602,1174942,1350606, 42.00
1712595,1174937,1350599, 66.00
1712600,1174940,1350603, 66.00
1712605,1174944,1350608, 109.00
1712604,1174943,1350607, 39.00
1729890,1181941,1365971, 39.00
1712673,1174981,1350670, 109.00
1712621,1174951,1350626, 66.00
1712631,1174955,1350633, 39.00
1712637,1174960,1350638, 29.00
1712636,1174959,1350637, 98.00
1712648,1174968,1350647, 84.00
1712693,1174993,1350690, 74.00
1712699,1174996,1350695, 98.00
1712664,1174976,1350661, 74.00
1712672,1174980,1350668, 112.00
1712667,1174978,1350663, 74.00
1712684,1174988,1350680, 39.00
1712688,1174990,1350686, 98.00
1712690,1174991,1350687, 98.00
1712704,1174999,1350701, 132.00
1712716,1175005,1350710, 55.00
1712730,1175010,1350722, 74.00
1712745,1175017,1350739, 39.00
1712752,1175021,1350746, 39.00
1712753,1175022,1350747, 98.00
1712754,1175023,1350749, 148.00
1712757,1175025,1350751, 74.00
1717321,1177082,1350755, 74.00
1717312,1177081,1350754, 39.00
1717332,1177085,1350764, 148.00
1717322,1177083,1350756, 74.00
1717489,1177109,1350795, 74.00
1717340,1177086,1350765, 220.00
1717349,1177088,1350767, 74.00
1717402,1177096,1350779, 165.00
1717418,1177098,1350784, 39.00
1717438,1177101,1350787, 140.00
1717446,1177102,1350788, 148.00
1717497,1177111,1350798, 66.00
1717529,1177119,1350810, 74.00
1717521,1177117,1350808, 74.00
1717525,1177118,1350809, 74.00
1717537,1177121,1350812, 109.00
1717625,1177142,1350844, 78.00
1717613,1177139,1350840, 196.00
1717609,1177138,1350838, 78.00
1717650,1177153,1350867, 98.00
1717638,1177145,1350849, 148.00
1717644,1177148,1350855, 39.00
1717647,1177150,1350862, 42.00
1717648,1177151,1350865, 78.00
1714245,1175562,1352246, 66.00
1719335,1178581,1355441, 109.00
1717663,1177165,1350886, 109.00
1717670,1177170,1350899, 74.00
1717673,1177172,1350903, 21.00
1717680,1177178,1350910, 74.00
1717681,1177179,1350911, 98.00
1717687,1177183,1350915, 74.00
1717686,1177182,1350914, 66.00
1717688,1177184,1350918, 74.00
1717692,1177188,1350923, 66.00
1717701,1177196,1350932, 148.00
1717703,1177198,1350934, 39.00
1717708,1177203,1350941, 42.00
1717706,1177201,1350939, 84.00
1717709,1177204,1350942, 74.00
1717711,1177206,1350944, 42.00
1717710,1177205,1350943, 39.00
1717714,1177207,1350945, 42.00
1717716,1177209,1350947, 42.00
1717717,1177210,1350948, 98.00
1712953,1175027,1350958, 218.00
1712965,1175034,1350970, 84.00
1712974,1175039,1350979, 148.00
1712981,1175044,1350985, 66.00
1712982,1175045,1350987, 39.00
1712985,1175047,1350990, 39.00
1712988,1175049,1350993, 74.00
1712994,1175054,1350998, 98.00
1713005,1175064,1351009, 294.00
1712995,1175055,1350999, 66.00
1712999,1175058,1351003, 74.00
1713000,1175059,1351004, 74.00
1713019,1175073,1351024, 148.00
1713024,1175075,1351028, 74.00
1713042,1175085,1351053, 84.00
1724132,1179616,1360275, 6.00
1713070,1175090,1351083, 58.00
1713080,1175092,1351086, 24.00
1713084,1175095,1351088, 5.00
1713091,1175101,1351096, 29.00
1713095,1175103,1351101, 196.00
1713100,1175108,1351107, 74.00
1713111,1175117,1351118, 98.00
1713104,1175112,1351111, 84.00
1713109,1175116,1351116, 74.00
1713115,1175121,1351122, 132.00
1714046,1175402,1352049, 148.00
1713119,1175123,1351126, 132.00
1713121,1175125,1351128, 110.00
1713120,1175124,1351127, 39.00
1713126,1175128,1351133, 196.00
1713127,1175129,1351134, 28.00
1713129,1175131,1351136, 974.00
1713132,1175134,1351139, 148.00
1724420,1179820,1360550, 39.00
1713240,1175141,1351540, 52.00
1719292,1178546,1355399, 109.00
1713414,1175148,1351650, 196.00
1723228,1179294,1359706, 109.00
1713486,1175150,1351653, 78.00
1713496,1175152,1351655, 140.00
1713493,1175151,1351654, 26.00
1713551,1175155,1351660, 140.00
1713584,1175157,1351662, 104.00
1713657,1175158,1351664, 148.00
1713660,1175160,1351667, 66.00
1713662,1175161,1351670, 28.00
1713669,1175164,1351676, 52.00
1713678,1175169,1351685, 28.00
1713737,1175170,1351744, 260.00
1713742,1175173,1351749, 78.00
1713748,1175177,1351755, 109.00
1713759,1175181,1351766, 104.00
1713761,1175183,1351768, 156.00
1713763,1175185,1351770, 52.00
1713765,1175187,1351772, 52.00
1713767,1175188,1351774, 42.00
1713783,1175193,1351790, 78.00
1732810,1183336,1368861, 104.00
1713786,1175196,1351793, 109.00
1713787,1175197,1351794, 74.00
1713788,1175198,1351795, 78.00
1713789,1175199,1351796, 52.00
1713791,1175201,1351797, 52.00
1732633,1183196,1368691, 104.00
1713796,1175204,1351803, 52.00
1713795,1175203,1351802, 26.00
1713797,1175205,1351804, 109.00
1713798,1175206,1351805, 26.00
1713799,1175207,1351806, 26.00
1713800,1175208,1351807, 52.00
1713803,1175210,1351810, 148.00
1713805,1175212,1351812, 66.00
1713808,1175215,1351815, 132.00
1729913,1181949,1366002, 39.00
1713810,1175217,1351817, 104.00
1713809,1175216,1351816, 104.00
1713813,1175220,1351820, 109.00
1713815,1175222,1351822, 66.00
1713814,1175221,1351821, 52.00
1719281,1178537,1355388, 52.00
1713816,1175223,1351823, 26.00
1713819,1175226,1351826, 56.00
1713817,1175224,1351824, 26.00
1713823,1175230,1351830, 156.00
1713822,1175229,1351829, 39.00
1713830,1175237,1351837, 148.00
1713831,1175238,1351838, 156.00
1713828,1175235,1351834, 52.00
1713827,1175234,1351835, 39.00
1713832,1175239,1351839, 132.00
1713836,1175242,1351843, 66.00
1713837,1175243,1351844, 52.00
1713842,1175247,1351849, 104.00
1713843,1175248,1351850, 26.00
1713844,1175249,1351851, 26.00
1713847,1175251,1351854, 39.00
1713849,1175253,1351856, 56.00
1713850,1175254,1351857, 260.00
1713851,1175255,1351859, 56.00
1713852,1175256,1351860, 104.00
1713855,1175258,1351863, 26.00
1713868,1175271,1351876, 104.00
1713858,1175261,1351866, 26.00
1713861,1175264,1351870, 260.00
1713863,1175266,1351871, 78.00
1713867,1175270,1351875, 74.00
1713864,1175267,1351872, 52.00
1713866,1175269,1351874, 52.00
1713873,1175276,1351881, 218.00
1713874,1175277,1351883, 28.00
1713877,1175279,1351885, 104.00
1713881,1175283,1351889, 104.00
1713878,1175280,1351886, 52.00
1713880,1175282,1351888, 260.00
1713886,1175288,1351894, 156.00
1713884,1175286,1351892, 156.00
1713921,1175320,1351929, 109.00
1719353,1178596,1355462, 38.00
1713889,1175291,1351897, 74.00
1713890,1175292,1351898, 74.00
1713893,1175295,1351901, 156.00
1713897,1175299,1351905, 28.00
1713895,1175297,1351903, 78.00
1713896,1175298,1351904, 84.00
1713898,1175300,1351906, 18.00
1713899,1175301,1351907, 5.00
1713908,1175309,1351915, 66.00
1713916,1175316,1351924, 63.00
1713906,1175307,1351914, 74.00
1713952,1175328,1351967, 52.00
1713922,1175321,1351931, 52.00
1724211,1179670,1360349, 218.00
1713940,1175326,1351949, 148.00
1713933,1175323,1351947, 98.00
1719309,1178558,1355414, 114.00
1713956,1175329,1351969, 52.00
1713961,1175332,1351972, 78.00
1713959,1175331,1351971, 78.00
1713966,1175335,1351975, 109.00
1713967,1175336,1351976, 52.00
1713971,1175339,1351979, 26.00
1713970,1175338,1351978, 39.00
1719290,1178544,1355397, 52.00
1713972,1175340,1351980, 98.00
1713977,1175344,1351984, 52.00
1713978,1175345,1351985, 66.00
1713979,1175346,1351986, 39.00
1713981,1175348,1351988, 66.00
1713985,1175351,1351991, 104.00
1713989,1175355,1351995, 52.00
1713987,1175353,1351993, 208.00
1713991,1175357,1351997, 66.00
1713994,1175359,1352000, 52.00
1713993,1175358,1351999, 63.00
1713998,1175362,1352003, 78.00
1714000,1175364,1352005, 39.00
1714020,1175381,1352022, 52.00
1714009,1175372,1352013, 260.00
1714003,1175367,1352009, 52.00
1714002,1175366,1352007, 148.00
1714006,1175369,1352011, 39.00
1714008,1175371,1352010, 104.00
1714014,1175376,1352017, 156.00
1714017,1175379,1352020, 148.00
1714021,1175382,1352023, 66.00
1714025,1175385,1352026, 74.00
1714023,1175384,1352027, 78.00
1714027,1175387,1352029, 105.00
1714033,1175392,1352032, 74.00
1714028,1175388,1352031, 39.00
1714031,1175391,1352034, 28.00
1714030,1175390,1352033, 52.00
1714034,1175393,1352035, 28.00
1714040,1175398,1352041, 208.00
1714043,1175399,1352042, 104.00
1714049,1175405,1352047, 74.00
1714048,1175404,1352044, 52.00
1714051,1175407,1352052, 52.00
1714053,1175409,1352055, 109.00
1714052,1175408,1352053, 130.00
1714054,1175410,1352056, 104.00
1724426,1179825,1360547, 109.00
1714057,1175413,1352058, 148.00
1714055,1175411,1352057, 78.00
1714063,1175418,1352064, 52.00
1714071,1175426,1352071, 56.00
1714072,1175427,1352072, 52.00
1714067,1175422,1352067, 74.00
1714075,1175429,1352075, 52.00
1714081,1175435,1352081, 66.00
1714083,1175437,1352083, 78.00
1714089,1175443,1352089, 52.00
1714088,1175442,1352088, 39.00
1714084,1175438,1352084, 39.00
1714087,1175441,1352087, 28.00
1714101,1175454,1352102, 84.00
1714093,1175446,1352093, 156.00
1714099,1175452,1352098, 52.00
1714098,1175451,1352097, 28.00
1714094,1175447,1352094, 78.00
1714102,1175455,1352101, 78.00
1714095,1175448,1352095, 28.00
1714103,1175456,1352103, 66.00
1714105,1175457,1352105, 74.00
1714112,1175460,1352112, 392.00
1714107,1175458,1352106, 66.00
1714113,1175461,1352116, 76.00
1714120,1175466,1352120, 39.00
1714122,1175468,1352123, 294.00
1714116,1175463,1352117, 52.00
1714121,1175467,1352122, 52.00
1714127,1175472,1352128, 74.00
1714128,1175473,1352129, 66.00
1714149,1175489,1352151, 28.00
1714145,1175485,1352147, 74.00
1714158,1175496,1352154, 52.00
1719286,1178541,1355393, 52.00
1714150,1175490,1352152, 39.00
1723717,1179344,1359906, 26.00
1714160,1175498,1352162, 39.00
1714159,1175497,1352160, 66.00
1714163,1175501,1352161, 130.00
1714181,1175516,1352182, 78.00
1714165,1175503,1352166, 74.00
1714169,1175507,1352172, 52.00
1714166,1175504,1352168, 74.00
1714214,1175540,1352214, 74.00
1730021,1182022,1366105, 52.00
1714189,1175522,1352190, 59.00
1714183,1175517,1352184, 39.00
1714190,1175523,1352191, 109.00
1714200,1175530,1352205, 58.00
1714213,1175539,1352216, 74.00
1714251,1175568,1352252, 109.00
1714220,1175544,1352224, 74.00
1724537,1179880,1360637, 52.00
1714225,1175546,1352227, 104.00
1714226,1175547,1352229, 74.00
1714229,1175549,1352232, 148.00
1714255,1175571,1352256, 52.00
1714264,1175580,1352266, 74.00
1714238,1175556,1352240, 58.00
1714416,1175692,1352407, 66.00
1732585,1183166,1368645, 52.00
1714241,1175558,1352242, 39.00
1714248,1175565,1352249, 28.00
1714247,1175564,1352248, 39.00
1714249,1175566,1352250, 26.00
1714257,1175573,1352258, 28.00
1714260,1175576,1352261, 52.00
1714262,1175578,1352263, 78.00
1714300,1175606,1352297, 104.00
1714261,1175577,1352262, 74.00
1714278,1175587,1352278, 74.00
1714410,1175687,1352401, 132.00
1714288,1175596,1352287, 52.00
1714282,1175591,1352280, 39.00
1714303,1175609,1352300, 66.00
1717085,1176921,1355084, 52.00
1714424,1175700,1352415, 74.00
1729464,1181645,1365567, 39.00
1714332,1175628,1352331, 52.00
1714431,1175706,1352422, 59.00
1714336,1175631,1352334, 52.00
1714440,1175714,1352429, 66.00
1714357,1175648,1352355, 38.00
1730013,1182015,1366097, 78.00
1714356,1175647,1352354, 39.00
1717261,1177054,1355248, 109.00
1714366,1175650,1352362, 28.00
1730010,1182012,1366090, 42.00
1727245,1180329,1363302, 52.00
1714370,1175652,1352364, 56.00
1714373,1175654,1352366, 28.00
1714375,1175656,1352368, 26.00
1717242,1177041,1355230, 218.00
1714377,1175658,1352370, 132.00
1714380,1175661,1352373, 52.00
1714381,1175662,1352374, 28.00
1714429,1175704,1352419, 66.00
1714383,1175663,1352375, 28.00
1714389,1175669,1352380, 52.00
1714391,1175671,1352382, 52.00
1714426,1175702,1352417, 66.00
1714394,1175673,1352386, 26.00
1714396,1175675,1352389, 74.00
1714398,1175676,1352390, 78.00
1714403,1175680,1352394, 28.00
1714408,1175685,1352399, 208.00
1714409,1175686,1352400, 66.00
1714413,1175689,1352404, 52.00
1714414,1175690,1352405, 98.00
1714590,1175832,1352571, 109.00
1729422,1181611,1365525, 52.00
1714420,1175696,1352411, 156.00
1732590,1183170,1368650, 39.00
1714433,1175708,1352421, 78.00
1714432,1175707,1352423, 39.00
1714437,1175712,1352428, 52.00
1714435,1175710,1352425, 52.00
1714442,1175716,1352431, 39.00
1714441,1175715,1352430, 78.00
1714445,1175719,1352434, 29.00
1714446,1175720,1352435, 39.00
1714449,1175722,1352438, 42.00
1714460,1175730,1352448, 56.00
1714462,1175732,1352450, 42.00
1714467,1175736,1352455, 148.00
1714464,1175733,1352451, 74.00
1714465,1175734,1352453, 78.00
1724401,1179810,1360531, 104.00
1714474,1175743,1352458, 78.00
1714473,1175742,1352461, 98.00
1714481,1175748,1352466, 39.00
1714475,1175744,1352463, 66.00
1714483,1175750,1352470, 56.00
1714488,1175754,1352475, 148.00
1714486,1175752,1352472, 74.00
1714496,1175757,1352480, 109.00
1724108,1179600,1360252, 52.00
1714499,1175759,1352484, 156.00
1714501,1175760,1352486, 26.00
1714502,1175761,1352487, 66.00
1714504,1175763,1352489, 26.00
1714513,1175768,1352494, 52.00
1714518,1175772,1352502, 208.00
1714517,1175771,1352499, 28.00
1725415,1179990,1362568, 234.00
1714528,1175782,1352511, 52.00
1719218,1178504,1355353, 52.00
1714521,1175775,1352504, 56.00
1719308,1178557,1355413, 109.00
1714532,1175786,1352515, 56.00
1714524,1175778,1352507, 74.00
1714525,1175779,1352508, 52.00
1714527,1175781,1352509, 52.00
1714530,1175784,1352514, 109.00
1714531,1175785,1352513, 78.00
1714536,1175789,1352519, 148.00
1714555,1175802,1352538, 26.00
1714562,1175809,1352543, 52.00
1714559,1175806,1352542, 26.00
1714564,1175811,1352547, 28.00
1714574,1175820,1352559, 52.00
1729443,1181628,1365547, 52.00
1714569,1175815,1352551, 74.00
1714571,1175817,1352553, 52.00
1717244,1177043,1355232, 39.00
1714591,1175833,1352573, 148.00
1724147,1179627,1360289, 39.00
1714603,1175840,1352585, 74.00
1714600,1175838,1352582, 98.00
1714610,1175845,1352593, 260.00
1714605,1175842,1352588, 26.00
1714604,1175841,1352586, 52.00
1714715,1175926,1352698, 132.00
1714679,1175896,1352661, 52.00
1714702,1175914,1352685, 109.00
1714691,1175906,1352678, 52.00
1714709,1175920,1352694, 66.00
1714659,1175880,1352642, 39.00
1714662,1175883,1352644, 109.00
1714664,1175885,1352646, 78.00
1714668,1175887,1352648, 39.00
1714672,1175889,1352655, 52.00
1714683,1175900,1352667, 104.00
1714689,1175904,1352668, 52.00
1714687,1175902,1352671, 39.00
1714686,1175901,1352670, 74.00
1714744,1175950,1352729, 148.00
1714818,1176012,1352808, 74.00
1717268,1177059,1355255, 52.00
1714733,1175939,1352717, 148.00
1714732,1175938,1352716, 104.00
1714742,1175948,1352727, 74.00
1714745,1175951,1352730, 109.00
1714750,1175956,1352735, 74.00
1714767,1175972,1352752, 56.00
1714752,1175958,1352739, 74.00
1714772,1175976,1352758, 39.00
1714768,1175973,1352753, 104.00
1714765,1175970,1352747, 104.00
1714769,1175974,1352755, 74.00
1714773,1175977,1352759, 104.00
1714781,1175983,1352772, 26.00
1714778,1175981,1352767, 66.00
1714788,1175989,1352775, 56.00
1714793,1175994,1352778, 130.00
1714792,1175993,1352780, 148.00
1714795,1175995,1352783, 148.00
1714801,1176000,1352790, 26.00
1714813,1176007,1352801, 26.00
1714825,1176017,1352813, 39.00
1714826,1176018,1352815, 66.00
1714835,1176025,1352824, 74.00
1714845,1176035,1352834, 74.00
1714844,1176034,1352833, 98.00
1714848,1176037,1352837, 104.00
1714849,1176038,1352838, 74.00
1714859,1176048,1352848, 66.00
1714852,1176041,1352841, 78.00
1714857,1176046,1352846, 74.00
1714866,1176053,1352855, 84.00
1714877,1176060,1352864, 52.00
1714870,1176055,1352858, 39.00
1714873,1176058,1352861, 66.00
1714884,1176062,1352871, 974.00
1729530,1181699,1365633, 78.00
1729532,1181700,1365634, 98.00
1714887,1176064,1352873, 39.00
1714889,1176066,1352875, 56.00
1714897,1176072,1352882, 52.00
1714895,1176071,1352881, 28.00
1714899,1176074,1352885, 104.00
1714901,1176076,1352887, 132.00
1714902,1176077,1352889, 104.00
1714911,1176082,1352893, 52.00
1714912,1176083,1352897, 66.00
1714913,1176084,1352898, 52.00
1714914,1176085,1352899, 66.00
1729460,1181641,1365560, 52.00
1714923,1176091,1352907, 52.00
1714925,1176093,1352909, 132.00
1714924,1176092,1352908, 66.00
1714929,1176097,1352914, 218.00
1714926,1176094,1352910, 78.00
1714930,1176098,1352915, 66.00
1714936,1176103,1352921, 42.00
1714939,1176106,1352924, 104.00
1714940,1176107,1352925, 39.00
1714965,1176116,1352952, 52.00
1714943,1176109,1352928, 84.00
1714962,1176115,1352945, 130.00
1714961,1176114,1352950, 52.00
1714982,1176124,1352966, 76.00
1714968,1176117,1352953, 52.00
1714976,1176120,1352962, 109.00
1714981,1176123,1352965, 39.00
1714983,1176125,1352967, 52.00
1714992,1176129,1352977, 52.00
1715018,1176148,1353000, 66.00
1715022,1176152,1353004, 52.00
1715023,1176153,1353005, 66.00
1715025,1176154,1353006, 39.00
1715026,1176155,1353007, 39.00
1715028,1176156,1353009, 78.00
1715030,1176158,1353011, 74.00
1715034,1176162,1353016, 74.00
1715033,1176161,1353014, 39.00
1715037,1176165,1353018, 74.00
1715040,1176168,1353022, 74.00
1715050,1176175,1353031, 148.00
1717283,1177069,1355264, 52.00
1715052,1176177,1353033, 109.00
1715053,1176178,1353034, 104.00
1715051,1176176,1353032, 26.00
1715054,1176179,1353035, 52.00
1715055,1176180,1353036, 42.00
1715058,1176182,1353038, 39.00
1715064,1176185,1353044, 52.00
1715252,1176209,1353612, 52.00
1715066,1176187,1353046, 39.00
1715069,1176190,1353049, 26.00
1715070,1176191,1353051, 74.00
1715073,1176194,1353053, 110.00
1715074,1176195,1353054, 39.00
1716761,1176659,1354773, 52.00
1715123,1176200,1353599, 74.00
1715137,1176203,1353603, 74.00
1715188,1176207,1353608, 42.00
1715178,1176205,1353606, 52.00
1715309,1176212,1353615, 109.00
1715324,1176214,1353617, 39.00
1715331,1176215,1353618, 109.00
1735426,1184527,1371419, 39.00
1715343,1176218,1353621, 74.00
1715347,1176219,1353622, 104.00
1715359,1176222,1353626, 74.00
1715367,1176224,1353630, 52.00
1715384,1176226,1353631, 156.00
1715398,1176229,1353637, 52.00
1715418,1176236,1353644, 28.00
1715445,1176238,1353647, 28.00
1715472,1176242,1353653, 39.00
1717279,1177066,1355266, 78.00
1715495,1176246,1353659, 109.00
1724162,1179638,1360304, 109.00
1715572,1176255,1353673, 109.00
1715571,1176254,1353672, 104.00
1715634,1176265,1353688, 74.00
1715636,1176266,1353690, 78.00
1715638,1176267,1353691, 74.00
1715646,1176270,1353693, 52.00
1724165,1179640,1360305, 39.00
1715649,1176271,1353695, 52.00
1715693,1176275,1353699, 109.00
1715733,1176280,1353710, 52.00
1715754,1176291,1353732, 42.00
1715753,1176290,1353731, 52.00
1719312,1178560,1355417, 104.00
1715768,1176302,1353746, 78.00
1715770,1176303,1353748, 58.00
1715772,1176304,1353750, 78.00
1754902,1191653,1390692, 52.00
1715778,1176308,1353755, 52.00
1715783,1176309,1353758, 52.00
